ID,Issue ID,GitHub Issue,user added labels?,Do not count,Why do not count?,Confirmed Reproduced,num_events_before_label_ALL,num_comments_before_label_ALL,num_comments_before_confirmation,time_at_confirmation,num_comments_before_label,num_comments_before_close,num_events,num_events_before_label,num_events_before_close,times_reopened,Commit,user or dev,Time opened,time bug labeled,time of first comment from a dev,time closed,time commited,number of comments,time between open and close,Time between open and label,time between open and first comment,time between open and commit,time between label and close,time between label and comment,time between label and commit,time between comment and close,time between comment and commit,time between close and commit,"Type of additional info added (S2R, OB, context, EB)","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc)","how is the information presented? (Image, text, annotated image, video, etc)",timestamp of additional info,time between added info and issue open,time between added info and bug label,time between added info and dev comment,time between added info and close,time between added info and commit,additional notes,comment number,"Type of additional info added (S2R, OB, context, EB).1","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).1","how is the information presented? (Image, text, annotated image, video, etc).1",timestamp of additional info.1,time between added info and issue open.1,time between added info and bug label.1,time between added info and dev comment.1,time between added info and close.1,time between added info and commit.1,additional notes.1,comment number.1,"Type of additional info added (S2R, OB, context, EB).2","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).2","how is the information presented? (Image, text, annotated image, video, etc).2",timestamp of additional info.2,time between added info and issue open.2,time between added info and bug label.2,time between added info and dev comment.2,time between added info and close.2,time between added info and commit.2,additional notes.2,comment number.2,Unique Comments with Added Info,RQ2_Tag,# of Bug Report S2Rs,# of Script Setup Steps,# of Script BR-Specific Steps,# of Unlinked Script S2Rs,# of S2Rs that Lead to Multiple GUI actions,# of gui actions,OB Specificity,"S2R Type (Image, Annotated Image, Text, Recording)","OB Type (Image, Annotated Image, Text, Recording)","EB Type (Image, Annotated Image, Text, Recording)","Context Type (Image, Annotated Image, Text, Recording)","Context Content (phone type, app version, os, etc)",notes on issue,ones,Confrimation Status,User Added Labels,Bug Fix Result,Confirmation Timestamp,Comments Before Confirmation,User Assigned Dev,User Labeled as Bug?,Do not count.1,new_rq2_tag,Navigation?,rq6_setup_ratio,rq6_unlinked_ratio,rq6_ratio,rq5_s2r,true_time_b4_repro,true_comments_before_label,developer requested info,cosmetic type,output category,external flle,Annotated Text?,,S2R Annotated Text?,OB Annotated Text?
192,133,https://github.com/gsantner/markor/issues/162,,,,0,4,1,,,1,1,8,4,3,0,7214fc661e79f0a9cb18344a2be14d169f212889,USER,12/15/17 9:11,,12/15/17 0:00,12/28/17 0:00,12/28/17 0:00,1,-325:39:27,,-0:20:52,-325:39:27,,,,-325:18:35,-325:18:35,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,8,7,1,1,22,1,['text'],['text'],['text'],['text'],"['app version', 'installer']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.5,0.0625,0.5625,0.25,,1,,cursor,,,0,,,
193,134,https://github.com/alexstyl/Memento-Calendar/issues/7,,,,0,1,1,,,1,2,6,1,3,0,a6cd4f2a11b78135e4d9884fc6b18c1d96a8ca94,USER,8/30/16 14:01,8/30/16 0:00,8/30/16 0:00,9/3/16 0:00,,2,-105:03:53,0.280833333,-0:16:46,,-104:47:02,0:00:05,,-104:47:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,7,1,1,22,1,"['recording', 'text']","['recording', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.2,0.1,0.3,0.25,0.280833333,1,,useability,,,gui,,1,0
198,135,https://github.com/y20k/transistor/issues/149,,,,1,1,1,3,2017-09-11T08:34:34Z,1,4,10,1,5,0,5a84332a1679f179777404ccd541e00541512efb,USER,8/30/17 11:38,9/4/17 0:00,8/30/17 0:00,1/10/18 0:00,,5,-3200:01:55,122.7827778,-0:22:30,,-3077:14:57,122:24:28,,-3199:39:25,,,S2R,1 bug,text,##########,126:57:01,4:10:03,126:34:31,-3073:04:54,,"clarification, added after bug label",3,,,,,,,,,,,,,,,,,,,,,,,1,gui,4,1,4,0,0,12,1,"['recording', 'text']","['recording', 'logcat', 'text']",['none'],['text'],"['installer', 'os', 'phone type']",,1,Explicitly Not Reproduced,0,Closed Partial Fix,2017-09-11T08:34:34Z,3,,,,crash,,0.2,0,0.2,0,284.9427778,3,1,,,,0,,,
199,136,https://github.com/inaturalist/iNaturalistAndroid/issues/219,,,,1,2,0,0,2016-08-15T18:19:29Z,0,8,22,1,8,1,64d685e530715186fdb4cfecfce01ee79328f166,USER,8/2/16 0:38,8/2/16 0:00,8/15/16 0:00,9/9/16 0:00,9/9/16 0:00,10,-930:36:11,0,-329:41:06,-930:36:11,-930:36:11,-329:41:06,-930:36:11,-600:55:05,-600:55:05,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,4,0,4,0,0,12,1,['text'],['text'],['text'],['none'],['none'],,1,Explicitly Reproduced,1,Fixed,2016-08-15T18:19:29Z,0,1,1,,output,,0,0,0,0,329.6913889,0,,,missing function,,0,,,
200,137,https://github.com/inaturalist/iNaturalistAndroid/issues/237,,,,1,5,1,1,2016-08-22T23:28:32Z,0,2,16,4,7,0,10337dac94ee9631ec560718a8d85c033681b23d,USER,8/22/16 4:03,8/22/16 0:00,8/22/16 0:00,9/9/16 0:00,9/9/16 0:00,3,-447:11:15,0.004722222,-19:25:14,-447:11:15,-447:10:58,-19:24:57,-447:10:58,-427:46:01,-427:46:01,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,0,4,0,0,4,1,['text'],"['annotated image', 'text']",['text'],['text'],['app version'],,1,Explicitly Reproduced,1,Fixed,2016-08-22T23:28:32Z,1,1,1,,cosmetic,,0,0,0,0,19.42555556,1,,image,,,gui,,1,0
201,138,https://github.com/inaturalist/iNaturalistAndroid/issues/302,,,,1,4,0,0,2017-02-07T02:43:35Z,0,1,10,3,4,0,1ae5ed05e9b4c5927db5a4daa9307695beb8c286,USER,2/7/17 0:30,2/7/17 0:00,2/7/17 0:00,2/10/17 0:00,2/10/17 0:00,1,-93:28:56,0,-2:13:02,-93:28:56,-93:28:56,-2:13:02,-93:28:56,-91:15:54,-91:15:54,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,0,4,0,0,4,1,['text'],['text'],['text'],['none'],['none'],,1,Explicitly Reproduced,1,Fixed,2017-02-07T02:43:35Z,0,1,1,,cosmetic,,0,0,0,0,2.226388889,0,,missing elements,,,gui,,1,1
205,139,https://github.com/mozilla-mobile/focus-android/issues/4102,,,,0,2,0,,,0,0,6,0,0,0,a8646bb730cced3bf552297d5560ea2c12d3b77e,USER,1/8/19 15:56,1/8/19 0:00,,1/8/19 0:00,,1,-0:11:07,0,,,-0:11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,5,0,2,5,1,"['recording', 'text']","['recording', 'text']",['text'],['text'],['app version'],,1,Implicitly Reproduced,1,Dupe,,,0,1,,navigation,1,0.166666667,0,0.166666667,1,0,0,,,,,gui,no quotes,1,0
206,140,https://github.com/codinguser/gnucash-android/issues/615,,,,1,1,0,0,2016-11-19T10:54:33Z,0,1,8,1,4,0,d1c31033366ae7044e4b115b9ac021060660ef18,USER,11/15/16 15:59,11/15/16 0:00,11/19/16 0:00,11/19/16 0:00,,1,-90:54:55,0.269444444,-90:54:55,,-90:38:45,-90:38:45,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,5,0,2,5,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Explicitly Reproduced,0,Fixed,2016-11-19T10:54:33Z,0,,,,cosmetic,,0.285714286,0,0.285714286,1,90.92583333,0,,text,,,gui,,0,1
208,141,https://github.com/codinguser/gnucash-android/issues/633,,,,1,1,0,,,0,1,16,1,8,0,d1c31033366ae7044e4b115b9ac021060660ef18,USER,12/31/16 0:28,12/31/16 0:00,12/31/16 0:00,1/23/17 0:00,,1,-572:06:42,16.055,-16:03:53,,-556:03:24,-0:00:35,,-556:02:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,2,5,0,2,5,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Explicitly Reproduced,0,Fixed,2016-12-31T16:31:29Z,0,,,,crash,,0.285714286,0,0.285714286,1,16.05805556,0,,,,,0,,,
209,142,https://github.com/codinguser/gnucash-android/issues/689,,,,0,1,0,,,0,1,8,1,4,0,52f72970eada423f10ed11359f628c5755545b24,USER,5/19/17 9:38,5/19/17 0:00,7/4/17 0:00,7/4/17 0:00,,1,-1110:29:16,2.6325,-1110:29:16,,-1107:51:19,-1107:51:19,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,2,6,0,2,10,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0.25,0,0.25,0.666666667,2.6325,0,,,,,gui,no quotes,1,0
217,143,https://github.com/mozilla-mobile/focus-android/issues/3287,,,,1,1,0,2,2018-09-05T06:58:23Z,0,1,28,1,14,0,9e11cc15cc6f7c8636f4fd3e0f9e8578811949d9,USER,9/3/18 9:29,9/4/18 0:00,9/4/18 0:00,9/11/18 0:00,,2,-200:57:16,29.84361111,-32:35:27,,-171:06:39,-2:44:50,,-168:21:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,6,0,2,10,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,2018-09-05T06:58:23Z,2,,,,cosmetic,,0.142857143,0,0.142857143,0.666666667,45.48972222,2,,orientation,,,0,,,
227,145,https://github.com/codinguser/gnucash-android/issues/723,,,,1,4,1,14,2017-10-06T17:18:02Z,1,15,72,2,28,0,3c26b278edd14dd909894bbe4346965e77013245,USER,9/4/17 7:48,9/4/17 0:00,9/4/17 0:00,12/8/17 0:00,,17,-2293:48:32,10.85222222,-10:50:57,,-2282:57:24,0:00:11,,-2282:57:35,,,S2R,3 bug,text,##########,132:34:47,121:43:39,121:43:50,-2161:13:45,,,10,,,,,,,,,,,,,,,,,,,,,,,1,gui,3,2,8,2,2,11,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Explicitly Reproduced,0,Fixed,2017-10-06T17:18:02Z,14,,,,output,,0.166666667,0.166666667,0.333333333,0.666666667,777.5005556,14,1,,incorrect output,,both,,1,0
228,146,https://github.com/codinguser/gnucash-android/issues/731,,,,0,1,1,,,1,1,8,1,4,0,bcdab71c58f2ade300aa4cea23f0c9f728f26d88,USER,9/16/17 18:20,9/28/17 0:00,9/28/17 0:00,3/2/18 0:00,,1,-4002:43:30,281.4661111,-281:27:52,,-3721:15:32,0:00:06,,-3721:15:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,2,8,2,2,11,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.166666667,0.166666667,0.333333333,0.666666667,281.4661111,1,,text,,,0,,,
248,147,https://github.com/getodk/collect/issues/2958,,,,1,15,4,1,2019-03-22T15:00:01Z,3,3,38,11,15,0,b4cb65b22c26c071734ede460adf4e6d001edbcd,USER,3/22/19 8:51,3/22/19 0:00,3/22/19 0:00,3/26/19 0:00,,4,-97:25:34,7.941388889,-1:21:13,,-89:29:05,6:35:16,,-96:04:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,8,8,2,2,11,1,['text'],['text'],['text'],['text'],"['app version', 'code info', 'os', 'phone type']",,1,Explicitly Reproduced,0,Fixed,2019-03-22T15:00:01Z,1,,,,output,,0.444444444,0.111111111,0.555555556,0.666666667,6.150277778,1,,,missing function,,gui,no quotes,1,0
250,148,https://github.com/moezbhatti/qksms/issues/612,,,,0,5,3,,,2,2,10,4,4,0,0f39237e8e00957827762642b0c19347578ca421,USER,8/29/16 9:38,,8/30/16 0:00,1/6/18 0:00,,3,-11878:57:36,,-24:08:48,,,,,-11854:48:48,,,OB,app version,text,##########,26:05:51,,1:57:03,-11852:51:45,,,2,,,,,,,,,,,,,,,,,,,,,,,1,gui,3,1,8,2,2,11,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.090909091,0.181818182,0.272727273,0.666666667,,3,1,missing elements,,,gui,,1,0
253,149,https://github.com/mozilla-mobile/focus-android/issues/3932,,,,0,3,0,,,0,0,20,0,5,0,fc44c9ee767d747699b0e80883974e14e9bd5a29,USER,11/17/18 6:21,11/17/18 0:00,11/20/18 0:00,11/19/18 0:00,11/19/18 0:00,1,-64:44:12,0,-80:55:12,-64:44:12,-64:44:12,-80:55:12,-64:44:12,16:11:00,16:11:00,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,3,1,8,2,2,11,1,['text'],['text'],['none'],['text'],"['app version', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,crash,,0.090909091,0.181818182,0.272727273,0.666666667,0,0,,,,,gui,no quotes,1,0
256,150,https://github.com/codinguser/gnucash-android/issues/654,,,,1,1,1,,,1,9,28,1,12,0,5a644f09aae5f7017369e69720486910082da11a,USER,2/16/17 1:14,2/26/17 0:00,2/26/17 0:00,3/28/17 0:00,,10,-974:05:14,258.1361111,-258:08:00,,-715:57:04,0:00:10,,-715:57:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,3,2,8,2,2,11,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Explicitly Reproduced,0,Fixed,2017-02-26T19:22:21Z,0,,,,crash,,0.166666667,0.166666667,0.333333333,0.666666667,258.1391667,0,,,,,0,,,
266,151,https://github.com/mozilla-mobile/focus-android/issues/3892,,,,0,3,0,,,0,1,100,3,15,1,fc44c9ee767d747699b0e80883974e14e9bd5a29,USER,11/13/18 17:49,11/13/18 0:00,11/15/18 0:00,1/16/19 0:00,11/15/18 0:00,12,-1535:04:48,1.137222222,-31:39:41,-46:47:52,-1533:56:34,-30:31:27,-45:39:38,-1503:25:07,-15:08:11,1488:16:56,context,app version,text,##########,1339:44:17,1338:36:03,1308:04:36,-195:20:31,1292:56:25,,11,context,OS,text,1/18/19,1575:40:17,1574:32:03,1544:00:36,40:35:29,1528:52:25,,12,,,,,,,,,,,,2,gui,3,1,5,0,0,15,1,"['text', 'recording']","['text', 'recording']",['text'],['text'],"['app version', 'keyboard settings', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.166666667,0,0.166666667,0,1.137222222,0,1,,incorrect output,,both,no quotes,1,1
271,152,https://github.com/beemdevelopment/Aegis/issues/500,,,,1,1,0,1,2020-07-01T13:51:46Z,0,1,6,0,2,0,6e54497492cf0b8329f423bae5e1879b2ede4fd9,USER,6/30/20 16:46,6/30/20 0:00,7/1/20 0:00,7/4/20 0:00,,1,-89:32:38,0,-20:51:53,,-89:32:38,-20:51:53,,-68:40:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,2,8,0,1,12,1,['text'],['text'],['text'],['text'],"['app version', 'encryption type', 'installer', 'os', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2020-07-01T13:51:46Z,1,0,1,,crash,,0.2,0,0.2,0.5,21.09611111,1,,,,,input,,1,0
272,153,https://github.com/mozilla-mobile/focus-android/issues/3297,,,,0,1,0,,,0,1,18,1,5,0,9e11cc15cc6f7c8636f4fd3e0f9e8578811949d9,USER,9/3/18 16:47,9/4/18 0:00,9/5/18 0:00,9/6/18 0:00,9/6/18 0:00,1,-75:28:38,25.09333333,-52:03:19,-75:28:38,-50:23:02,-26:57:43,-50:23:02,-23:25:19,-23:25:19,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,8,0,1,12,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.111111111,0,0.111111111,0.5,25.09333333,0,,text,,,both,,1,0
273,154,https://github.com/ankidroid/Anki-Android/issues/5688,,,,1,2,1,1,2020-01-03T19:06:51Z,1,2,28,2,12,0,6d006a30219a3a1b42dd835119d08cb797ed6203,USER,1/3/20 18:26,1/3/20 0:00,1/3/20 0:00,3/6/20 0:00,,2,-1510:07:33,0.663055556,-0:39:34,,-1509:27:46,0:00:13,,-1509:27:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,8,0,1,12,1,['text'],['text'],['text'],['none'],['none'],,1,Explicitly Reproduced,0,Fixed,2020-01-03T19:06:51Z,1,,,,navigation,1,0.2,0,0.2,0.5,0.680833333,1,,,,,0,,,
274,274,https://github.com/mozilla-mobile/focus-android/issues/2730,,,,1,1,0,2,2018-06-11T22:27:54Z,0,2,20,0,6,0,9412a89a5b8a19fab5a6f2e4f14a887739fc64c2,USER,6/11/18 19:32,6/11/18 0:00,6/11/18 0:00,6/18/18 0:00,6/18/18 0:00,3,-168:01:04,0,-2:36:58,-168:01:04,-168:01:04,-2:36:58,-168:01:04,-165:24:06,-165:24:06,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,9,1,7,3,1,7,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2018-06-11T22:27:54Z,2,0,1,,output,,0.090909091,0.272727273,0.363636364,0.111111111,2.931666667,2,,,incorrect output,,gui,,1,0
275,275,https://github.com/beemdevelopment/Aegis/issues/415,,?,"Duplicate Issue, no discussion or resolution here. maybe replace with https://github.com/beemdevelopment/Aegis/issues/309 ",0,1,0,,,0,1,4,0,1,0,dbedc9d1d3e32ad23e81fff8ba79e261f03f922d,USER,5/15/20 23:23,5/15/20 0:00,5/16/20 0:00,5/16/20 0:00,,1,-7:18:22,0,-7:18:22,,-7:18:22,-7:18:22,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,2,10,2,3,14,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Not Reproduced,1,Dupe,,,0,1,?,output,,0.142857143,0.142857143,0.285714286,1,0,0,,,missing function,,gui,,1,0
1002,276,https://github.com/alexstojda/soen390/issues/36,,,,0,1,0,,,0,0,22,0,2,0,,DEV,2/11/19 22:15,2/11/19 0:00,,3/6/19 0:00,3/5/19 0:00,0,-545:11:00,0,,-505:45:00,-545:11:00,,-505:45:00,,,39:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,4,1,5,0,2,6,1,['text'],['text'],['text'],['text'],['os'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.166666667,0,0.166666667,0.5,0,0,,,,,0,,,
1006,277,https://github.com/wikimedia/apps-android-wikipedia/issues/282,,,,0,8,0,,,0,0,16,3,3,0,84e496e08b64acd7f18245d5d54774ebe455231b,DEV,5/17/19 1:05,,,5/17/19 0:00,5/17/19 0:00,0,-22:03:00,,,1:05:00,,,,,,23:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,4,0,1,5,0,['text'],['none'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.2,0,0.2,0.5,,0,,color,,,gui,no quotes,1,0
1028,278,https://github.com/ankidroid/Anki-Android/issues/4502,,,,0,1,0,,,0,1,20,0,2,0,c29342a66d365e63f416e344e5c8961d291160e1,DEV,11/29/16 4:02,11/29/16 0:00,11/29/16 0:00,3/14/17 0:00,3/14/17 0:00,2,-2529:58:00,0,-9:48:00,-2515:58:00,-2529:58:00,-9:48:00,-2515:58:00,-2520:10:00,-2506:10:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,6,3,1,0,9,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.6,0.1,0.7,0,0,0,,,missing function,,gui,no quotes,1,0
1031,279,https://github.com/ankidroid/Anki-Android/issues/4707,,1,"Duplicate issue, fixed before filing",,2,0,,,0,0,8,0,1,0,3a5ad437e3356b6e7a5a83e0ea5d7a0ecb2bc62f,DEV,9/18/17 6:48,9/18/17 0:00,,9/18/17 0:00,,1,-0:11:00,0,,,-0:11:00,,,,,,context,app version,text,##########,0:11:00,0:11:00,,0:00:00,,,1,,,,,,,,,,,,,,,,,,,,,,,1,crash,3,1,5,3,0,6,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Not Reproduced,1,Dupe,,,0,1,1,crash,,0.111111111,0.333333333,0.444444444,0,0,0,0,,,,gui,,1,0
1033,280,https://github.com/ankidroid/Anki-Android/issues/4801,,,,0,5,3,,,2,5,20,5,10,0,c93073fd41e00ad470d0d599518c7bdb1b98c000,DEV,3/4/18 2:37,5/16/18 0:00,3/4/18 0:00,5/17/18 0:00,5/17/18 0:00,6,-1796:24:00,1757.95,-0:07:00,-1773:23:00,-38:27:00,1757:50:00,-15:26:00,-1796:17:00,-1773:16:00,23:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,3,0,0,4,1,['text'],['image'],['image'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.25,0,0.25,0,1757.95,3,,text,,,gui,,1,1
1065,281,https://github.com/mozilla-mobile/focus-android/issues/3046,,,,1,1,0,1,2018-08-04T23:21:17Z,0,4,48,0,15,0,455d2e7a4805dea12d8de62a7875ec5fac7217fa,DEV,8/2/18 15:49,8/2/18 0:00,8/8/18 0:00,8/30/18 0:00,8/29/18 0:00,9,-657:55:00,0,-145:03:00,-632:11:00,-657:55:00,-145:03:00,-632:11:00,-512:52:00,-487:08:00,25:44:00,S2R,3 bug,text,##########,55:32:00,55:32:00,-89:31:00,-602:23:00,-576:39:00,,2,,,,,,,,,,,,,,,,,,,,,,,1,crash,1,1,5,2,1,6,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2018-08-04T23:21:17Z,1,0,1,,crash,,0.125,0.25,0.375,1,55.53805556,1,0,,,,0,,,
1066,282,https://github.com/mozilla-mobile/focus-android/issues/3152,,,,1,1,1,2,2018-08-21T17:55:23Z,1,3,28,1,11,0,ba4f0c7142d5057ef14379cbef8812bd93daa8a0,DEV,8/17/18 13:33,8/21/18 0:00,8/20/18 0:00,8/23/18 0:00,8/22/18 0:00,3,-132:02:00,100.3333333,-63:59:00,-106:27:00,-31:42:00,36:21:00,-6:07:00,-68:03:00,-42:28:00,25:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,5,1,3,0,2,4,1,"['recording', 'text']",['text'],['text'],['text'],"['app version', 'phone type']",,1,Explicitly Reproduced,0,Fixed,2018-08-21T17:55:23Z,2,,,,output,,0.25,0,0.25,0.4,100.3730556,2,,,incorrect output,,input,,1,0
1067,283,https://github.com/mozilla-mobile/focus-android/issues/3304,,,,0,2,0,,,0,0,14,0,2,0,9e11cc15cc6f7c8636f4fd3e0f9e8578811949d9,DEV,9/4/18 14:55,9/4/18 0:00,,9/4/18 0:00,9/4/18 0:00,0,-1:12:00,0,,14:55:00,-1:12:00,,14:55:00,,,16:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,3,0,0,4,1,['text'],"['text', 'recording']",['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0.25,0,0.25,0,0,0,,placement,,,gui,,0,1
1070,284,https://github.com/mozilla-mobile/focus-android/issues/2835,,,,0,1,0,,,0,8,40,0,16,0,e19f6343624348dcb01486c4c70502004005583c,DEV,7/2/18 18:27,7/2/18 0:00,7/2/18 0:00,10/8/18 0:00,,9,-2357:29:00,0,-0:06:00,,-2357:29:00,-0:06:00,,-2357:23:00,,,context,app version,text,##########,2357:29:00,2357:29:00,2357:23:00,0:00:00,,,9,,,,,,,,,,,,,,,,,,,,,,,1,gui,4,1,3,0,0,4,1,['text'],['text'],['text'],['text'],"['app version', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.25,0,0.25,0,0,0,1,,incorrect output,,input,,1,0
1073,285,https://github.com/mozilla-mobile/focus-android/issues/2879,,,,0,4,3,,,3,13,64,4,30,0,e19f6343624348dcb01486c4c70502004005583c,DEV,7/10/18 23:33,7/12/18 0:00,7/11/18 0:00,9/4/18 0:00,9/4/18 0:00,14,-1340:02:00,33.73333333,-0:40:00,-1320:27:00,-1306:18:00,33:04:00,-1286:43:00,-1339:22:00,-1319:47:00,19:35:00,context,device,text,##########,0:40:00,-33:04:00,0:00:00,-1339:22:00,-1319:47:00,,1,,,,,,,,,,,,,,,,,,,,,,,1,gui,2,1,5,0,1,6,1,['text'],['text'],['text'],['text'],"['app version', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0.166666667,0,0.166666667,0.5,33.73333333,3,0,,,,gui,,1,0
1089,286,https://github.com/ChessCom/android-chessclock/issues/11,,,,0,3,0,,,0,0,12,0,0,0,eab588fd681f7379dc43739df66e33f462ea6baa,DEV,6/6/19 18:39,6/6/19 0:00,,6/12/19 0:00,,1,-133:34:00,0,,,-133:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,6,1,5,0,1,6,1,['text'],['logcat'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.166666667,0,0.166666667,0.166666667,0,0,,,,,0,,,
1096,287,https://github.com/inaturalist/iNaturalistAndroid/issues/722,,,,0,1,0,,,0,0,8,0,2,0,ef218f5ad5ed8b1a176346c55332c7118e40e5dd,DEV,10/18/19 17:29,10/18/19 0:00,,11/4/19 0:00,,1,-410:52:00,0,,,-410:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,9,3,11,4,1,14,1,['text'],['logcat'],['none'],['text'],['phone type'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.166666667,0.222222222,0.388888889,0.111111111,0,0,,,,,0,,,
1100,288,https://github.com/kiwix/kiwix-android/issues/424,,,,0,3,1,,,0,0,8,1,1,0,,DEV,2/16/18 8:15,2/16/18 0:00,,3/6/18 0:00,,2,-428:38:00,6.766666667,,,-421:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,6,2,1,7,1,"['text', 'text']",['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.111111111,0.222222222,0.333333333,0.333333333,6.766666667,1,,text,,,gui,,1,0
1101,289,https://github.com/kiwix/kiwix-android/issues/472,,,,0,2,0,,,0,3,30,0,9,0,,DEV,2/20/18 8:54,2/20/18 0:00,2/21/18 0:00,2/28/18 0:00,2/27/18 0:00,4,-183:48:00,0,-21:58:00,-159:06:00,-183:48:00,-21:58:00,-159:06:00,-161:50:00,-137:08:00,24:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,3,6,0,1,9,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0.333333333,0,0.333333333,0.5,0,0,,text,,,gui,,0,1
